"id","backSide","bookmarked","createdAt","difficult","difficultChangeTime","folderId","frontSide","userId"
"568","<p>to jest dro<u>g</u><strong>ie</strong> imi<strong>ę</strong></p>","0","1674914300716","1","1674914300716","51","<p>to jest (drogi) (imię)</p>","3"
"233","<p><strong>szczupł</strong><u><strong>y</strong></u></p>","0","1670931341008","0","1670931341008","19","<p>Стройный</p>","3"
"472","<p>Podróżować</p><p>Podróżuję<br>Podróżujesz<br>Podróżuje<br>Podróżujemy<br>Podróżujecie<br>Podróżują</p>","0","1672332584453","1","1672332584453","43","<p>Путешествовать</p>","3"
"620","<p>We wtorek idę do drog<strong>iego</strong> dentyst<strong>y</strong></p>","0","1674921084959","2","1674936646705","51","<p>We wtorek idę do (drogi) (dentysta)</p>","3"
"557","<p><strong>of</strong></p><p>Loud noise is the cause <strong>of</strong> the conflict.</p>","0","1674306814417","1","1674306814417","50","""<p><strong>от, из-за, по</strong></p><p><em>Когда важна причина, по которой произошло что-то.</em></p><p>Громкий шум стал причиной конфликта.</p>""","9"
"276","<p>długo</p>","0","1670931341008","1","1670931341008","26","<p>Долго / длинно</p>","3"
"38","<p>dwa</p>","0","1670931341008","1","1670931341008","17","<p>2</p>","3"
"825","<p>oznakowanie poziome</p>","1","1692875450829","1","1692875450829","66","<p>Дорожная розметка</p>","3"
"623","<p>idę do polsk<strong>iej</strong> babc<strong>i</strong></p>","0","1674921341239","1","1674921341239","51","<p>idę do (polska) (babcia)</p>","3"
"777","<p>Pojazd uprzywilejowany</p>","0","1692275804123","2","1692592442983","66","<p>Приоритетное транспортное средство</p>","3"
"482","<p>Przeprasz<strong>ać</strong></p><p>Przeprasz<strong>am</strong><br>Przeprasz<strong>asz</strong><br>Przeprasz<strong>a</strong><br>Przeprasz<strong>amy</strong><br>Przeprasz<strong>acie</strong><br>Przeprasz<strong>ają</strong></p>","0","1672334418167","0","1672392228112","43","""<p>Просить прощения, извиняться</p>""","3"
"297","<p>zegarek</p>","0","1670931341008","1","1671299394318","26","<p>Часы (предмет) / watch</p>","3"
"595","<p>widzę polsk<strong>iego</strong> koleg<strong>ę</strong></p>","0","1674917860892","2","1674937045114","51","<p>widzę (polski) (kolega)</p>","3"
"866","<p>nalegać</p><p><em>od próśb i </em><strong><em>nalegań</em></strong><em> matki</em></p>","0","1693980961151","1","1693980961151","72","<p>настаивать (на мнении)</p>","3"
"628","<p>może pójdziemy do polsk<strong>iego</strong> muze<strong>um</strong></p>","0","1674921689352","1","1674921689352","51","<p>może pójdziemy do (polski) (muzeum)</p>","3"
"407","<p>Środa</p>","0","1671191046909","1","1671287440344","39","<p>Среда</p>","3"
"663","<p>Osiem miesięcy temu</p>","0","1677493256269","1","1677493256269","52","<p>Восемь месяцев назад</p>","3"
"695","<p>chodzą</p>","0","1684682390350","2","1684683680575","56","<p>Ходят</p>","3"
"586","<p>interesuję się dro<u>g</u><strong>imi</strong> szkoł<strong>ami</strong></p>","0","1674916809932","2","1674936327720","51","<p>interesuję się (drogi) (szkoła)</p>","3"
"169","<p>A u ciebie?</p>","0","1670931341008","0","1670931341008","19","<p>А у тебя?</p>","3"
"787","<p>zatrzymać się</p>","0","1692280749235","1","1692593994976","66","<p>Останавливаться</p>","3"
"383","<p>Student</p>","0","1670957596421","1","1670957596421","36","<p>Студент</p>","9"
"332","<p>Piwnica</p>","0","1670931341008","0","1670967413552","34","<p>Погреб</p>","3"
"731","<p>Powiedzieć</p>","0","1691675227118","1","1691675227118","63","<p>Сказать</p>","3"
"363","<p>Narodowość</p>","0","1670954275505","1","1670954275505","28","<p>Национальность</p>","9"
"215","<p>Ona jest <strong>nisk</strong><u><strong>a</strong></u></p>","0","1670931341008","0","1670931341008","19","<p>Она <strong>низкая</strong></p>","3"
"773","<p>Omijanie</p>","0","1692275202654","1","1692594798319","66","<p>Обход</p>","3"
"488","<p>Studiować</p><p>Studiuję<br>Studiujesz<br>Studiuje<br>Studiujemy<br>Studiujecie<br>Studiują</p>","0","1672335157795","0","1672350297390","43","""<p>Изучать, исследовать</p>""","3"
"96","<p>dwa<strong>dzieścia </strong>dziewięć</p>","0","1670931341008","1","1670931341008","18","<p>29</p>","3"
"388","<p>Skąd <strong>biorą się</strong> dziecki</p>","0","1671003318816","1","1671285699359","38","<p>Откуда <strong>берутся</strong> дети</p>","3"
"321","<p>Dziewięć</p>","0","1670931341008","1","1670931341008","30","<p>9</p>","9"
"210","<p>Wiem <strong>na pewno</strong></p>","0","1670931341008","1","1671281807589","19","<p>Знаю <strong>точно</strong></p>","3"
"850","<p>wołacz</p>","0","1693204897593","0","1693216529687","67","<p>Звательный падеж</p>","3"
"817","<p>Zasada</p>","1","1692791584162","0","1693228964785","68","<p>Правило</p>","3"
"651","<p>Trzy tygodnie temu</p>","0","1677492789063","1","1677492789063","52","<p>Три недели назад</p>","3"
"530","<p><strong>above</strong></p><p>The bats are flying <strong>above</strong> heads.</p>","0","1674305021670","1","1674305021670","48","""<p><strong>над, выше</strong></p><p><em>Когда кто-то находится в положении выше или что-то расположено в месте выше по сравнению с другим.</em></p><p>Летучие мыши летают над головами.</p>""","9"
"323","<p>Gdzie jest toaleta?</p>","0","1670931341008","1","1670931341008","28","<p>Где туалет?</p>","9"
"622","<p>idę do now<strong>ej</strong> szkoł<strong>y</strong></p>","0","1674921263894","1","1674921263894","51","<p>idę do (nowa) (szkoła)</p>","3"
"869","<p>oburzenie</p>","0","1695559800737","1","1695559800737","73","<p>Негодование</p>","3"
"385","<p>Rodzice</p>","0","1671001575191","0","1671285385710","38","<p>Родители</p>","3"
"421","<p>Różowy</p>","0","1671285626166","1","1671285626166","41","<p>Розовый</p>","9"
"625","<p>Chodzę do polsk<strong>iej</strong> szkoł<strong>y</strong></p>","0","1674921433490","1","1674921433490","51","<p>Chodzę do (polska) (szkoła)</p>","3"
"221","<p>Palić</p>","0","1670931341008","0","1670931341008","19","<p>Гореть / Курить</p>","3"
"700","<p>jedziecie</p>","0","1684682535348","2","1684683520318","56","<p>Едете</p>","3"
"181","<p><strong>Dlaczego</strong> jesteś <strong>dziś</strong> <strong>smutna</strong>?</p>","0","1670931341008","1","1671282168566","19","<p><strong>Почему</strong> ты <strong>сегодня</strong> <strong>грустная</strong>?</p>","3"
"649","<p>Jeden tydzień temu</p>","0","1677492770297","2","1677583663213","52","<p>Одна неделя назад</p>","3"
"460","<p>Myć</p><p>Myję<br>Myjesz<br>Myje<br>Myjemy<br>Myjecie<br>Myją</p>","1","1672308987153","1","1672396437318","43","<p>Мыть</p>","3"
"477","<p>Poznać</p><p>Poznam<br>Poznasz<br>Pozna<br>Poznamy<br>Poznacie<br>Poznają</p>","0","1672333339130","1","1672432059907","43","""<p>Узнать, распознать, познать (завершенный)</p>""","3"
"629","<p>pójdziemy do kin<strong>a</strong> albo do muze<strong>um</strong>?</p>","0","1674921736167","1","1674921736167","51","<p>pójdziemy do (kino) albo do (muzeum)?</p>","3"
"178","<p>Co słychać?</p>","0","1670931341008","1","1671283579535","19","<p>Как дела? (Дружеская форма)</p>","3"
"672","<p>Dziewięć tygodni temu</p>","0","1677493454625","2","1677583066798","52","<p>Девять недель назад</p>","3"
"606","<p>mam now<strong>e</strong> kin<strong>o</strong></p>","0","1674918953840","1","1674918953840","51","<p>mam (nowy) (kino)</p>","3"
"823","<p>poszczególny</p>","0","1692865461209","1","1693551566197","70","<p>Индивидуальный (полоса движения)</p>","3"
"404","<p>Głowa człowieka</p>","0","1671008779604","0","1671285601612","38","<p>Голова человека</p>","3"
"123","<p>pięć<strong>dziesiąt </strong>sześć</p>","0","1670931341008","1","1670931341008","18","<p>56</p>","3"
"624","<p>idę do sympatyczn<strong>ej</strong> studentk<strong>i</strong></p>","0","1674921390584","1","1674921390584","51","<p>idę do (sympatyczna) (studentka)</p>","3"
"414","<p>Czerwony</p>","0","1671285358368","1","1671285358368","41","<p>Красный</p>","9"
"684","<p>idę</p>","0","1684682103095","1","1684682103095","56","<p>Иду</p>","3"
"381","<p>Spacer</p>","0","1670957505267","1","1670957505267","28","<p>Прогулка</p>","9"
"151","<p>osiem<strong>dziesiąt </strong>pięć</p>","0","1670931341008","1","1670931341008","18","<p>85</p>","3"
"317","<p>Dobry wieczór!</p>","0","1670931341008","1","1670931341008","31","<p>Добрый вечер!</p>","9"
"274","<p>Do zobaczenia</p>","0","1670931341008","1","1671284110688","21","<p>До скорого / До встречи (прощание)</p>","3"
"417","<p>Fioletowy</p>","0","1671285458475","1","1671285458475","41","<p>Фиолетовый</p>","9"
"268","<p>punkt <strong>informa</strong><u><strong>cji</strong></u></p>","0","1670931341008","0","1670931341008","21","<p>Пункт информации</p>","3"
"228","<p><strong>robić</strong> biznes</p>","0","1670931341008","0","1670931341008","19","<p><strong>Делать</strong> бизнес</p>","3"
"714","<p>Amortyzator (część)</p>","0","1686070643640","1","1686070643640","58","<p>Амортизатор (часть)</p>","3"
"81","<p>sze<u>s</u><strong>naście</strong></p>","0","1670931341008","1","1670931341008","18","<p>16</p>","3"
"2","awd","0","1670931341008","1","1670931341008","","awd","4"
"433","<p>Sierpień (08)</p>","0","1671537080256","2","1671538191800","42","<p>Август (08)</p>","3"
"194","<p><strong>Lektorka</strong> języka polskiego</p>","0","1670931341008","2","1671281652634","19","<p>Преподаватель (учитель) польского языка</p>","3"
"562","<p>to jest now<strong>a</strong> fotografi<strong>a</strong></p>","0","1674913930022","1","1674913930022","51","<p>to jest (nowy) (fotografia)</p>","3"
"604","<p>lubimy polsk<strong>ą</strong> literatur<strong>ę</strong></p>","0","1674918722742","1","1674918722742","51","<p>lubimy (polska) (literatura)</p>","3"
"670","<p>Siedem lat temu</p>","0","1677493374799","1","1677493374799","52","<p>Семь лет назад</p>","3"
"120","<p>pięć<strong>dziesiąt </strong>trzy</p>","0","1670931341008","1","1670931341008","18","<p>53</p>","3"
"650","<p>Dwa tygodnie temu</p>","0","1677492783918","1","1677492783918","52","<p>Две недели назад</p>","3"
"738","<p>wymagania</p>","1","1692268778847","0","1693310447917","68","<p>Требования</p>","3"
"292","<p>Wziąć</p>","0","1670931341008","1","1671741795087","26","<p>Взять (завершённый)</p>","3"
"330","<p>Mam pytanie!</p>","0","1670931341008","1","1670931341008","31","<p>У меня вопрос!</p>","9"
"21","номер (в отеле)","0","1670931341008","1","1670931341008","14","sala","3"
"484","<p>Rozumieć</p><p>Rozumiem<br>Rozumiesz<br>Rozumie<br>Rozumiemy<br>Rozumiecie<br>Rozumieją</p>","0","1672334611264","1","1672350785864","43","<p>Понимать</p>","3"
"231","<p><strong>spontaniczn</strong><u><strong>y</strong></u></p>","0","1670931341008","1","1671282490798","19","<p>Спонтанный (легкий на подъем)</p>","3"
"519","<p><strong>at</strong></p><p>He will come <strong>at</strong> 8 o’clock.</p>","0","1674304365594","1","1674304365594","47","""<p><strong>в, во время</strong></p><p><em>Когда говорим о часах, определенных моментах дня, выходных и праздниках.</em></p><p>Он придет в 8 часов.</p>""","9"
"592","<p>widzę now<strong>ego</strong> kot<strong>a</strong></p>","0","1674917577770","1","1674917577770","51","<p>widzę (nowy) (kot<strong>)</strong></p>","3"
"702","<p>jeżdżę</p>","0","1684682675994","2","1684683434596","56","<p>Езжу</p>","3"
"344","<p><strong>Wykonać</strong> ćwiczenie</p><p>Глагол с признаком завершённости</p>","0","1670931341008","0","1671285247463","34","<p><strong>Сделать</strong> упражнение</p>","3"
"183","<p>moja żona jest <strong>energiczn</strong><u><strong>a</strong></u></p>","0","1670931341008","1","1671281841607","19","<p>Моя жена <strong>энергична</strong></p>","3"
"645","<p>Pięć dni temu</p>","0","1677492613550","1","1677492613550","52","<p>Пять дней назад</p>","3"
"831","<p>liczba mnoga</p>","0","1693204183837","0","1693215480274","67","<p>Множественное число</p>","3"
"565","<p>to jest now<strong>e</strong> okn<strong>o</strong></p>","0","1674914120999","1","1674914120999","51","<p>to jest (nowy) (okno)</p>","3"
"40","<p>cztery</p>","0","1670931341008","1","1670931341008","17","<p>4</p>","3"
"657","<p>Jeden miesiąc temu</p>","0","1677493052400","2","1677583378959","52","<p>Один месяц назад</p>","3"
"265","<p>Baga<strong>ż</strong></p>","0","1670931341008","0","1670931341008","21","<p>Багаж</p>","3"
"610","<p>lubię polsk<strong>ie</strong> kin<strong>o</strong></p>","0","1674919122493","1","1674919122493","51","<p>lubię (polski) (kino)</p>","3"
"14","cie: wy mówicie","0","1670931341008","1","1670931341008","13","wy (mówić)","3"
"291","<p>Brać</p>","0","1670931341008","1","1671472187404","26","<p>Брать (несовершенный) / to take</p>","3"
"289","<p>Zamknąć</p>","0","1670931341008","2","1671472785606","26","<p>Закрыть (завершённый)</p>","3"
"810","<p>poprawa</p>","1","1692727208930","0","1693310238415","68","<p>Улучшение</p>","3"
"308","<p>Co to <strong>znaczy</strong>?</p>","0","1670931341008","1","1670931341008","31","<p>Что это значи?</p>","9"
"208","<p>ja <strong>myśl</strong><u><strong>ę</strong></u><strong> </strong>o tobie</p>","0","1670931341008","1","1671283650409","19","<p>Я <strong>думаю</strong> о тебе</p>","3"
"203","<p>To jest moja <strong>nowa</strong> grupa</p>","0","1670931341008","0","1670931341008","19","<p>Это моя <strong>новая</strong> группа</p>","3"
"55","<p>dziewię<u>t</u><strong>naście</strong></p>","0","1670931341008","1","1670931341008","17","<p>19</p>","3"
"352","<p>Niebieski</p>","0","1670942014735","0","1670967528227","35","<p>Голубой</p>","3"
"549","<p><strong>out (of)</strong></p><p>Tom went <strong>out of</strong> the house.</p>","0","1674306067374","1","1674306067374","49","<p><strong>из</strong></p><p><em>Когда есть движение изнутри наружу.</em></p><p>Том вышел из дома.</p>","9"
"855","<p><strong>acz</strong> (acz zacna rodzina ...)</p>","0","1693978394315","1","1693978394315","72","""<p><strong>хотя </strong><em>(хоть и является уважаемой, но ...)</em></p>""","3"
"399","<p>Chcieć</p>","0","1671005718349","1","1671285447003","38","<p>Хотеть</p>","3"
"608","<p>lubię pols<u>k</u><strong>ie</strong> imi<strong>ę</strong></p>","0","1674919033386","1","1674919033386","51","<p>lubię (polska) (imię)</p>","3"
"18","труба","0","1670931341008","1","1670931341008","14","fajka","3"
"309","<p>Coś specjalnego</p>","0","1670931341008","1","1670931341008","28","<p>Что-то особенное</p>","9"
"390","<p>Cierpliwie odpowiadać</p>","0","1671003710748","1","1671088742675","38","<p>Терпеливо отвечать</p>","3"
"599","<p>ona ma now<strong>ego</strong> kot<strong>a</strong></p>","0","1674918091290","1","1674918091290","51","<p>ona ma (nowy) (kot)</p>","3"
"493","<p>Uzupełniać</p><p>Uzupełniam<br>Uzupełniasz<br>Uzupełnia<br>Uzupełniamy<br>Uzupełniacie<br>Uzupełniają</p>","0","1672335853872","2","1672433619260","43","<p>Дополнять (добавлять недостающее)</p>","3"
"724","<p>życzyć </p>","0","1686229512012","1","1686229512012","58","<p>Желать (глагол)</p>","3"
"263","<p>Poli<strong>cja</strong></p>","0","1670931341008","0","1670931341008","21","<p>Полиция</p>","3"
"219","<p>Ona <strong>uczy się</strong> języka polskiego</p>","0","1670931341008","1","1671283292199","19","<p>Она <strong>изучает</strong> польский</p>","3"
"239","<p>ta<strong>ń</strong>czyć</p>","0","1670931341008","0","1670931341008","19","<p>Танцевать (инфинитив)</p>","3"
"646","<p>Sześć dni temu</p>","0","1677492663364","1","1677492663364","52","<p>Шесть дней назад</p>","3"
"448","<p>Jeść</p><p>Jem<br>Jesz<br>Je<br>Jemy<br>Jecie<br>Jedzą</p>","1","1672307626768","2","1672402419808","43","<p>Есть (еду)</p>","3"
"100","<p>trzy<strong>dzieści </strong>trzy</p>","0","1670931341008","1","1670931341008","18","<p>33</p>","3"
"561","<p>to jest now<strong>y</strong> dom</p>","0","1674913861347","1","1674913861347","51","<p>to jest (nowy) (dom)</p>","3"
"261","<p>On jest <strong>kompetentny</strong></p>","0","1670931341008","0","1670931341008","21","<p>Он <strong>компетентный</strong></p>","3"
"870","<p>życzenia</p>","0","1695559829666","1","1695559829666","73","<p>Пожелания</p>","3"
"155","<p>osiem<strong>dziesiąt </strong>jeden</p>","0","1670931341008","1","1670931341008","18","<p>81</p>","3"
"138","<p>siedem<strong>dziesiąt </strong>jeden</p>","0","1670931341008","1","1670931341008","18","<p>71</p>","3"
"642","<p>Dwa dni temu</p>","0","1677492487904","1","1677492487904","52","<p>Два дня назад</p>","3"
"661","<p>Pięć miesięcy temu</p>","0","1677493185668","1","1677493185668","52","<p>Пять месяцев назад</p>","3"
"621","<p>W poniedziałek idę do star<strong>ego </strong>brat<strong>a</strong></p>","0","1674921148951","1","1674921148951","51","<p>W poniedziałek idę do (stary) (brat)</p>","3"
"170","<p>atrakcyjna</p>","0","1670931341008","2","1671281872521","19","<p>Привлекательна</p>","3"
"108","<p>czter<strong>dzieści </strong>jeden</p>","0","1670931341008","1","1670931341008","18","<p>41</p>","3"
"638","<p>Chcę 10 ekologiczn<strong>ych</strong> jaj<strong>e</strong>k</p>","0","1674922976629","2","1674935601512","51","<p>Chcę 10 (ekologiczne) (jajko)</p>","3"
"643","<p>Trzy dni temu</p>","0","1677492503029","1","1677492503029","52","<p>Три дня назад</p>","3"
"246","<p>w <strong>porządku</strong></p>","0","1670931341008","0","1670931341008","19","<p>В порядке</p>","3"
"128","<p>sześć<strong>dziesiąt </strong>jeden</p>","0","1670931341008","1","1670931341008","18","<p>61</p>","3"
"480","<p>Przeczytać</p><p>Przeczytam<br>Przeczytasz<br>Przeczyta<br>Przeczytamy<br>Przeczytacie<br>Przeczytają</p>","0","1672334056763","0","1672392779666","43","<p>Прочитать (завершенный)</p>","3"
"699","<p>jedziemy</p>","0","1684682519023","1","1684682519023","56","<p>Едем</p>","3"
"202","<p>mnie <strong>też</strong></p>","0","1670931341008","0","1670931341008","19","<p>Мне <strong>тоже</strong></p>","3"
"98","<p>trzy<strong>dzieści </strong>jeden</p>","0","1670931341008","1","1670931341008","18","<p>31</p>","3"
"85","<p>dwa<strong>dzieści</strong><u><strong>a</strong></u></p>","0","1670931341008","1","1670931341008","18","<p>20</p>","3"
"423","<p>Biały</p>","0","1671285668027","1","1671285668027","41","<p>Белый</p>","9"
"511","<p>Coat</p>","0","1672435572615","2","1672640806579","45","<p>Пальто</p>","9"
"615","<p>idę do star<strong>ego</strong> dom<strong>u</strong></p>","0","1674920080131","2","1674934533411","51","<p>idę do (stary) (dom)</p>","3"
"635","<p>Proszę 2 kilo ładn<strong>ych</strong> pomarańcz<strong>y</strong></p>","0","1674922789350","1","1674922789350","51","<p>Proszę 2 kilo (ładna) (pomarańcza)</p>","3"
"612","<p>idę do polsk<strong>iego</strong> Krakow<strong>a</strong></p>","0","1674919807373","1","1674919807373","51","<p>idę do (polski) (Krawów)</p>","3"
"124","<p>pięć<strong>dziesiąt </strong>siedem</p>","0","1670931341008","1","1670931341008","18","<p>57</p>","3"
"538","<p><strong>at</strong></p><p>They are <strong>at</strong> home now.</p>","0","1674305447702","1","1674305447702","48","""<p><strong>в, на</strong></p><p><em>Когда кто-то находится на мероприятии, встрече, дома — там, где сложно очертить четкие границы</em></p><p>Они сейчас дома.</p>""","9"
"846","<p>biernik</p>","0","1693204486264","0","1693214586434","67","<p>Винительный падеж</p>","3"
"165","<p>dziewięć<strong>dziesiąt </strong>jeden</p>","0","1670931341008","1","1670931341008","18","<p>91</p>","3"
"142","<p>siedem<strong>dziesiąt </strong>pięć</p>","0","1670931341008","1","1670931341008","18","<p>75</p>","3"
"25","""неправильно, плохо""","0","1670931341008","1","1670931341008","14","źle","3"
"285","<p>On otworzy<strong>ł </strong>okno</p>","0","1670931341008","1","1671470994377","26","<p>он <strong>открыл</strong> <strong>окно</strong></p>","3"
"844","<p>Mianownik</p>","0","1693204451327","0","1693215123078","67","<p>Именительный падеж</p>","3"
"531","<p><strong>in front of</strong></p><p>He stood <strong>in front of</strong> the store.</p>","0","1674305072558","1","1674305072558","48","""<p><strong>перед, напротив</strong></p><p><em>Когда что-то или кто-то находится впереди или лицом к лицу.</em></p><p>Он встал перед магазином.&nbsp;</p>""","9"
"509","<p>These chains are comfortable.</p>","0","1672435128750","2","1672596898527","45","<p>эти стулья компфортные.</p>","9"
"201","<p>Ta cytryna jest <strong>młoda</strong></p><p>Ten chłopak jest <strong>młody</strong></p>","0","1670931341008","0","1670931341008","19","<p>Этот лимон <strong>молодой</strong></p><p>Этот парень <strong>молодой</strong></p>","3"
"340","<p>Ściana</p>","0","1670931341008","0","1670967435262","34","<p>Стена</p>","3"
"12","mówi_","0","1670931341008","1","1670931341008","13","on / ona / ono / pan / pani (mówić)","3"
"338","<p>Nieprzyjemny zapach</p>","0","1670931341008","0","1670967417095","34","<p>Неприятный запах</p>","3"
"779","<p>ciągnik</p>","0","1692276087509","1","1692594768098","70","<p>Тягачь</p>","3"
"9","są","0","1670931341008","1","1670931341008","9","""oni, one, panie, państwo, panowie""","3"
"838","<p>Przymiotnik</p>","0","1693204334763","0","1693375262512","67","<p>Прилагательное</p>","3"
"812","<p>właściwy</p>","1","1692774733116","1","1693546550071","70","<p>Правильный (правильная полоса движения)</p>","3"
"594","<p>widzę wysok<strong>iego</strong> Polak<strong>a</strong></p>","0","1674917785024","1","1674917785024","51","<p>widzę (wysoki) (Polak)</p>","3"
"707","<p>jeżdżą</p>","0","1684682925808","2","1684683259802","56","<p>Ездят</p>","3"
"173","<p>chory</p>","0","1670931341008","1","1671282469103","19","<p>Больной</p>","3"
"53","<p>siedem<strong>naście</strong></p>","0","1670931341008","1","1670931341008","17","<p>17</p>","3"
"324","<p>Gratis</p>","0","1670931341008","1","1670931341008","28","<p>Безплатно</p>","9"
"255","<p>wie<strong>czó</strong>r</p>","0","1670931341008","1","1671284468025","21","<p>Вечер</p>","3"
"97","<p>trzy<strong>dzieści</strong></p>","0","1670931341008","1","1670931341008","18","<p>30</p>","3"
"514","<p>Expense</p>","0","1672436520485","1","1672436520485","45","<p>Расходы</p>","9"
"683","<p>Idę do dentyst<strong>y</strong></p>","0","1680329498810","1","1680329498810","54","<p>Idę do dentyst_</p>","3"
"489","<p>Szukać</p><p>Szukam<br>Szukasz<br>Szuka<br>Szukamy<br>Szukacie<br>Szukają</p>","0","1672335257979","0","1672350124077","43","<p>Искать</p>","3"
"799","<p>wyposażenie</p>","1","1692469294820","2","1692591823356","66","<p>Оборудование (мотоцикла)</p>","3"
"199","<p>Mash <strong>rację</strong></p>","0","1670931341008","0","1670931341008","19","<p>Ты <strong>прав</strong></p>","3"
"867","<p>Skarga</p>","0","1695559654203","1","1695559654203","73","<p>Жалоба</p>","3"
"634","<p>Proszę kilo dobr<strong>ych</strong> cytryn</p>","0","1674922734622","1","1674922734622","51","<p>Proszę kilo (dobra) (cytryna)</p>","3"
"209","<p>na korytarzu</p>","0","1670931341008","0","1670931341008","19","<p>В коридоре</p>","3"
"17175740586736","<p>Our <strong>relatives</strong> arrive.<br>UK /ˈrɛlətɪv/&nbsp;US /ˈrɛlədɪv/</p>","0","1717574058673","1","1717663670780","17175732474688","<p>Наши <strong>родственники</strong> приезжают <em>(к нам)</em></p>","3"
"52","<p>sze<u>s</u><strong>naście</strong></p>","0","1670931341008","1","1670931341008","17","<p>16</p>","3"
"225","<p>Przerwa</p>","0","1670931341008","0","1670931341008","19","<p>Перерыв</p>","3"
"856","""<p><strong>zacna</strong> rodzina</p><p><strong><em>zacny</em></strong><em> człowiek to taki, który postępuje uczciwie i godny jest zaufania i szacunku</em></p>""","0","1693978569663","1","1693978569663","72","<p>Дворянская/Уважаемая/Образцовая семья</p>","3"
"523","<p><strong>before</strong></p><p>I will try to return home <strong>before</strong> 8.</p>","0","1674304588097","1","1674304588097","47","""<p><strong>до, перед</strong></p><p><em>Когда что-то случилось раньше определенного действия или события.</em></p><p>Я постараюсь вернуться домой до восьми.</p>""","9"
"656","<p>Osiem tygodni temu</p>","0","1677492833897","2","1677583396517","52","<p>Восемь недель назад</p>","3"
"801","<p>powstrzymasz się od</p>","0","1692516069368","0","1693565413183","70","<p>Воздерживаться от</p>","3"
"4","jestem","0","1670931341008","1","1670931341008","9","ja","3"
"111","<p>czter<strong>dzieści </strong>cztery</p>","0","1670931341008","1","1670931341008","18","<p>44</p>","3"
"393","<p>Widzieć</p>","0","1671004590004","0","1671285332921","38","<p>Видеть</p>","3"
"376","<p>Proszę powtórzyć</p>","0","1670957195231","1","1670957195231","31","<p>Пожалуйста повторите</p>","9"
"161","<p>dziewięć<strong>dziesiąt </strong>pięć</p>","0","1670931341008","1","1670931341008","18","<p>95</p>","3"
"809","<p>uzasadnione</p>","0","1692725217537","1","1693551647476","70","<p>Оправданно (разомно)</p>","3"
"842","<p>liczebnik</p>","0","1693204412951","0","1693306616490","67","<p>числительное</p>","3"
"860","<p>lecz na skutek przekręcenia wyrazu</p>","0","1693979822499","1","1693979822499","72","<p>но в результате искажения(переворота) произношения </p>","3"
"26","холодно","0","1670931341008","1","1670931341008","14","zimne","3"
"872","<p>upomnienie</p>","0","1696047649259","1","1696047649259","73","<p>Напоминание</p>","3"
"13","my: my mówimy","0","1670931341008","1","1670931341008","13","my (mówić)","3"
"437","<p>Grudzień (12)</p>","0","1671537267087","2","1671538002642","42","<p>Декабрь (12)</p>","3"
"280","<p>Ona zwykle wraca</p>","0","1670931341008","2","1671299032857","26","<p>Она обычно возвращается</p>","3"
"267","<p>– Dziękuję!</p><p>– Nie ma za co!</p>","0","1670931341008","1","1671284322170","21","<p>– Спасибо!</p><p>– Не за что!</p>","3"
"277","<p>Dług<u>o</u> czeka<u>ł</u></p>","0","1670931341008","1","1671299241766","26","<p>Долго ждал (прош. время)</p>","3"
"190","<p>To jest <strong>moj</strong> <strong>kolega</strong></p>","0","1670931341008","1","1671279625576","19","<p>Это <strong>мой</strong> <strong>друг</strong></p>","3"
"447","<p>Interesować się</p><p>Interesuję się<br>Interesujesz się<br>Interesuje się<br>Interesujemy się<br>Interesujecie się<br>Interesują się</p>","0","1672307583311","0","1672402517653","43","<p>Интересоваться</p>","3"
"375","<p>Proszę się przedstawić</p>","0","1670957139126","1","1670957139126","31","<p>Пожалуйста представьтесь</p>","9"
"127","<p>sześć<strong>dziesiąt</strong></p>","0","1670931341008","1","1670931341008","18","<p>60</p>","3"
"807","<p>wyłącznie</p>","1","1692628868714","1","1693892644392","68","<p>только (без исключений)</p>","3"
"821","<p>zaburzać</p>","0","1692856074340","1","1693500414676","70","<p>Мешать (беспокоить)</p>","3"
"547","<p><strong>across</strong></p><p>He walked <strong>across</strong> the road.</p>","0","1674305997517","1","1674305997517","49","<p><strong>через</strong></p><p><em>Когда есть движение от одного к другому.</em></p><p>Он прошел через дорогу.</p>","9"
"571","<p>on jest dobr<strong>ym</strong> nauczyciel<strong>em</strong></p>","0","1674914922092","1","1674914922092","51","<p>on jest (dobry) (nauczyciel)</p>","3"
"452","<p>Kosztować</p><p>Kosztuję<br>Kosztujesz<br>Kosztuje<br>Kosztujemy<br>Kosztujecie<br>Kosztują</p>","0","1672308202954","1","1672308202954","43","<p>Стоить (денег)</p>","3"
"454","<p>Malować</p><p>Maluję<br>Malujesz<br>Maluje<br>Malujemy<br>Malujecie<br>Malują</p>","0","1672308426227","1","1672308426227","43","<p>Рисовать</p>","3"
"119","<p>pięć<strong>dziesiąt </strong>dwa</p>","0","1670931341008","1","1670931341008","18","<p>52</p>","3"
"588","<p>one są dobr<strong>ymi</strong> dzie<strong>ćmi</strong></p>","0","1674916948268","1","1674916948268","51","<p>one są (dobry) (dziecko)</p>","3"
"487","<p>Sprzedać</p><p>Sprzedam<br>Sprzedasz<br>Sprzeda<br>Sprzedamy<br>Sprzedacie<br>Sprzeda<strong>dzą</strong></p>","1","1672335060676","2","1672350371768","43","<p>Продать (завершенный)</p>","3"
"16","""вес, масса""","0","1670931341008","1","1670931341008","14","waga","3"
